review;faydali;faydasiz;tarih;satici;yildiz;fotografli
Ürün orjinalligini xiaomi sitesinden doğrulattim hızlı kargo ve kullanışlı Ürün;0;0;05.02.2021;Hepsiburada;1;0
Ürün gayet başarılı. Tereddüt etmeden alabilirsiniz.;0;0;03.03.2021;zerafetkom;1;0
Ses kalitesi çok iyi. Spor yaparken kulaklıkla boğuşmaktan da kurtuldum daha ne olsun. Tam bir fiyat performans ürünü çok beğendim...;0;0;09.12.2020;Hepsiburada;1;0
Ses kalitesi beklentinin üzerinde. Fiyat/performans çok iyi.;0;0;14.01.2021;Torima;1;0
Kulaklık alırken kablosu olsun yolda yürürken konusunca yanindan gecen arabalarin sesi daha cok duyuluyor karsi tarafa sadece mikrofondan 1 puan kırdım gerisi süper;0;1;16.04.2021;Hepsiburada;1;0
Beklediğimin çok üstünde performans;0;0;30.01.2021;Hepsiburada;1;0
"Mesafe biraz artınca bağlantı kesiliyor . Mesafe derken montun alt ceplerine konulunca. Ama genelde makul
 Fiyat performans anlamında alınabilir.";0;0;19.03.2022;MARİ;1;0
Superrr.;0;0;29.01.2021;Hepsiburada;1;0
"güzel bir ürün fiyat performans olabilir şarj süresi iyi bağlantılar sorunsuz
ama kutusundan çıkarmakta zorlanıyorum parmaklarınız kalınsa zorlanacaksınız";0;0;17.09.2021;Atacel Elektronik;1;0
Mikrofon olarak çok birşey beklemeyin gürültülü ortamda verimli çalışmıyor. Onun haricinde mükemmel.;0;0;31.07.2021;Hepsiburada;1;0
Dün akşam 22:00 da sipariş verdim bu sabah 9:00 da geldi valla inanilmaz hızlısınız teşekkür ederim ürünü de test ediyorum şimdilik bir sknti yok ancak telefonla konusurlen dışarıdaki sesleri de alıyormuş karşıda ki;0;0;06.11.2020;Hepsiburada;1;0
Sorunsuz teslim aldım.Paketleme özenliydi.;0;0;26.10.2020;Hepsiburada;1;0
Muhteşem ürün fiyatına göre beklediğimin üzerinde;0;0;24.11.2020;Hepsiburada;1;0
Kaliteli bir o kadar iyi ürün fiyatına göre tavsiye ederim;0;0;24.09.2021;Ceptech;1;0
Ürün çok ama çok güzel ses kalitesi vs herşeyini çok beğendim Sadece telefon görüşmelerinde ses karşı tarafa iletilmiyor biraz sıkıntı yaratıyor . Başka bir sorunu yok;0;0;17.11.2021;Hepsiburada;1;0
Ürün hepsijet ile çok kısa sürede elime geçti. Bir müzisyen olarak gayet başarılı buldum. Profesyonel bir şey arıyorsanız başka ama günlük kullanım ve müzik dinlemek için fazlasıyla yeterli. Çok kısa sürede eşleşme ve bağlantı kurdum. Hiç bir sıkıntı yaşamadım. Ürünü alırken xiaomi mi true wireless earbuds basic 2 şeklinde yazıyordu ama kutunun üzerinde Mi True Wireless Earbuds Basic 2 yazıyor diye hepsiburadayı aradım. Değişim yapabileceklerini söylediler ama yorumlardan baktığımda herkese aynı şekilde gönderdiklerini gördüm. Kutunun altında orijinal olup olmadığını gösteren yerden sorgulattığımda bir sıkıntı çıkmadı zaten hepsiburada da %100 orijinal olduğunu taahhüt ediyor. Kısacası tavsiye ediyorum bir sürü para bayılmaya gerek yok.;0;0;02.02.2021;Hepsiburada;1;0
Arkadaşlar ürün gayet iyi hatta mükemmel gerçekten kullanımı kolay ve hızlı ben sürekli telefonda olan birisiyim ve sürekli telefonu kulağıma götürmekten kurtuldum gerçekten gönül rahatlığıyla tavsiye ederim hepinize güzel ve hızlı bir şekilde de elime ulaştı.;0;0;19.11.2020;Hepsiburada;1;0
Üründe herhangi bir problem yok. Orjinal. (Bizzat xiaomi sitesinden baktım.);0;0;19.09.2021;Hepsiburada;1;0
Gayet güzel ve hızlı çalışıyor. Verdiğimiz paraya kesinlikle değdi;0;0;11.10.2020;Hepsiburada;1;0
"Harika bir ürün
Uzun kullanımda şarjı baya gidiyor
Kulağa tam oturuyor
Hemen bağlanıyor 
Tek sorun oyunlarda çok az gecikme oluyor
Ve bazen kulaklıklar birbirinden bağımsız bağlanıyor yapmanız gereken şey ikisini de kapatmak sonra aynı anda açmak (tuşa aynı anda bastığınızda emin olun) kırmızı mor ışık yanınca bırakın ve telefonunuza bağlayın ürün çok iyi indirimdeyken alın derim 👍🏻👍🏻👍🏻";0;0;28.01.2021;Hepsiburada;1;0
fiyat performans ürünü olumsuz yorumlar kullanmayı beceremeyenler yüzüne sanırım hepsiburadadan aldım orjinal ürün müzik ve konuşma ses kalitesi güzel teşekkür ederim hiç düşnmeden alın;0;0;17.12.2020;Hepsiburada;1;0
Ben zaten kullanıyodum aynısından anneme de aldım çok memnunum şarjı çok iyi dayanıyo ve ses kalitesi çok iyi;0;0;22.01.2021;Hepsiburada;1;0
Hepsiburada'dan aldığım 2. Ürün hiçbir problemi yok ilk başta orhinal olmamasından korkmuştum ama sıfır sıkıntı gönül rahatlığıyla alabilirsiniz.;0;0;24.11.2020;Hepsiburada;1;0
Çok güzel bir ürün;0;0;21.10.2021;Hepsiburada;1;0
Ürün 48 saat olmadan elime ulaştı ürün tatmin ediyor tam bi f/p ürünü umarım alırsanız pişman olmazsınız ben beğendim problemde yaşamadım fotoğraftaki gibi güzel tamamen orjinal alana hayırlı olsun;0;0;19.01.2021;Hepsiburada;1;0
Mükemmel çok hızlı kargo;0;0;09.11.2020;Hepsiburada;1;0
Öncelikle teslimat hızlı teşekkürler. Ürün de gayet başarılı en azından orjinal bir ürün daha başka bir siteden aldiğimda çalmasını göndermişlerdi ama hepsi burada kalitesi teşekkürler.;0;0;03.02.2021;Hepsiburada;1;0
Ürün bildiğim bi üründü zaten tam fiyat performans ürünü orijinalliğini sorgulattığımda da orijinal  çıktı çok şükür memnunum;0;0;27.04.2021;Trendy Elektronik;1;0
iş görür;0;0;01.02.2021;Hepsiburada;1;0
Ürün güzel tam fiyat performans ürünü...ama kulaklık silikonları tam olmadı gibi;0;0;02.11.2020;Hepsiburada;1;0
"Ürünü 2 aydır kullanıyorum ses veya şarj problemi yaşamadım. Fiyatına göre gayet kullanışlı memnun kalınabilecek bir ürün. Hayat kurtaracak bir bilgi vereyim: bir gece sol kulaklıktan ses gelmeyince elim ayağıma karışmıştı. Kutudayken de çıkarınca da ışık yanmıyordu. Bozulduğunu düşündüm SAATLERCE bir sürü siteye baktım en son bir yerde şunu gördüm ""KULAKLIĞIN ÜSTÜNDEKİ BUTONA BASILI TUTARAK ŞARJ KUTUSUNA KOYUN KULAKLIK ÇALIŞMAYA BAŞLAYACAK"". Gerçekten de çalıştı bir daha da böyle bir sorun yaşamadım";0;0;06.03.2021;Hepsiburada;1;0
Ürün beklediğimden iyi çıktı kafamda biraz tereddüt vardı iPhone’da iyi olur mu diye çok iyi ses kalitesi şarjı fln tavsiye ederim teşekkürler hepsiburada ve kargo şirketi çok hızlı. ❤️;0;0;06.01.2021;Hepsiburada;1;0
Ürün gayet güzel birjaç aydır kullanıyorum şarjı da uzun;0;0;31.08.2021;SurveySmile;1;0
Ürünü kullanıyorum gayet güzel çalışıyor şarjı iyi kalitesi iyi gönül rahatlığıyla alabilirsiniz;0;0;27.10.2021;MARİ;1;0
Ürün muadillerine göre güzel.Sadece çok gürültülü ortamlarda karşı sesi biraz algılamada sorun olabiliyor..;0;0;28.07.2021;Trendy Elektronik;1;0
Çok teşekkür ederim ürün dediğiniz satte ve günde geldi harika bir cihaz;0;0;05.04.2021;Torima;1;0
Hizli bir sekilde elime ulasti. Urun gayet basarili kullanimi kolay henuz sarj deneme imkanim olmadi. Ama gun icinde muzik konusma vs. İdeal ses gayet net gidip geliyor sorunsuz;0;0;17.11.2020;Hepsiburada;1;0
"Akşamüstü sipariş verdim öğleden önce teslim edildi teşekkür ederim. Ürünü sorguladım orijinal. 
Ses kalitesi tatmin edici bass-tiz ayarı benim için dengeli konuşma için kullanılmayacağından mikrofon kalitesine takılmadım.";0;0;27.05.2021;Ceptech;1;0
Harika...;0;0;05.12.2021;SFİT TEKNOLOJİ ÜRÜNLERİ;1;0
3 aydır kullanıyorum ses kalitesi gayet iyi 3 saatten fazla müzik dinleyebiliyorum. Orjinal kaliteli ürün bu fiyata gayet mantıklı bir alışveriş oldu.;0;0;23.04.2021;Hepsiburada;1;0
gayet kullanışlı ve kaliteli ben sürekli kullanmama rağmen ilk şarjından tam 15 gün sonra şarj ettim. bayağı uzun gidiyor ses kliteside gayet iyi arama cevaplama ve kapatma tuşu dokunmatik değil basmalı olduğu için daha kullanışlı ben gayet memnun kaldım üründen.;0;0;02.09.2021;Torima;1;0
1 haftadır kullanıyorum Android telefonun geliştirici ayarlarindan Bluetooth degerlerini netten bulduğum degerlerle değiştirince ses yükseldi bas tiz kalitesi fiyatina göre çok iyilesti. sarz olarak 7 saat boyunca kesintili muzik tel i kaldırdı. tam bir fp ürünü sadece ne kadar süre bu kaliteyi sürdücek merak ediyorum.;0;0;12.07.2021;Hepsiburada;1;0
Ürün gerçekten bu fiyata alınabilecek en iyi ürünlerden biri. 8 aya yakın zamandır kullanıyorum hiçbir sıkıntı yaratmadı. Max düzeydeki sesi gayet yeterli gibi bassları hoşuma gitti. Her yere yürüyerek giden biriyim yani kulaklığı her gün takıp kullanıyorum gayey başarılı buldum. Şarjı da 1 hafta gidiyor.;0;0;16.07.2021;Hepsiburada;1;0
Ürün yeni elime ulaştı güzel duruyor lakin yavaş geldi biraz daha hızlı beklerdim özellikle hepsijet olduğu için. Pazartesi günü sipariş ettim ve bugün geldi. Ürün harika tavsiye ederim.;0;0;28.01.2021;Hepsiburada;1;0
Çok beğendim.;0;0;20.01.2021;MAYTECH;1;0
fiyat performans süper bir ürün yaklaşık 1aydır kullanıyorum çok memnunum iphone 7 plus kullanıcısıyım telefonla da gayet uyumlu kesinlikle tavsiye ediyorum.;0;0;25.11.2020;Hepsiburada;1;0
Ürünü 1 aydan fazladır kullanıyorum. Gayet kullanışlı rahat parasının hakkını sonuna kadar veren bir ürün. Hiçbir sorun yaşamadım. Bir ara bağlantı problemi oldu onu da araştırıp sorunu bulabiliyorsunuz.;0;0;25.02.2021;Hepsiburada;1;0
Hepsiburada güvencesiyle aldım. 2 haftadır kullanıyorum bir sorun yok.;0;0;20.10.2020;Hepsiburada;1;0
Fıyatına göre performansı mükemmel tesekkurler hepsiburada sesi şarjı her şeyi 💜💜💜;0;0;19.11.2021;Hepsiburada;1;0
Urun orjinal  ve xiaomi kalitesinde.gayet guzel;0;0;12.11.2020;Hepsiburada;1;0
Kaloteli ve zaten original ürün.memnun kalırsiniz.bu fiyata kacirmayin alin derim;0;0;29.05.2021;Hepsiburada;1;0
Ürünü torimodan aldım hem kargoya  hızlı verdi hemde orijinal ürün gönderdi tavsiye ederim.;0;0;31.05.2021;Torima;1;0
Gayet iyi Xiaomi candır başka marka kullanmıyoruz :);0;0;11.12.2020;Hepsiburada;1;0
Ürün geldi. Kargo vs 1 gün içimde elime ulaştı. Hediye olarak aldım. Daha deneme fırsatımız olmadı;0;0;18.10.2020;Hepsiburada;1;0
fiyata göre çok iyi bir ürün;0;0;01.07.2021;Trendy Elektronik;1;0
Kutuda şarj aleti yok birkaç kişidede aynı sorun var;0;0;05.11.2021;MK TEKNOLOJİ ÜRÜNLERİ;1;0
Ses kalitesi muhteşem.  Alan arkadaşlarıma tavsiye ederim;0;0;02.12.2020;Hepsiburada;1;0
Ürün fiyatına göre süper performans sergiliyor. Yeni aldım ama kullanıma göre nasıl olacağını göreceğiz zamanla. Ama şimdilik gayet güzel performansı var tavsiye ederim;0;0;20.01.2021;Hepsiburada;1;0
Kulaklık kulaktan düşmeyecek şekilde orijinal olarak geliyor. Bass ve tizler süper. Konuşurken kısık sesle bile karşıya ses rahat gidiyor. Beğendim. Değer.;0;0;26.12.2020;Hepsiburada;1;0
Çok iyi;0;0;20.09.2021;Hersey Tahtakaleden;1;0
Harika tam bir f/p ürünü;0;0;29.01.2022;Mi Store;1;0
Tam olarak Fiyat/performans ürünü;0;0;05.05.2021;Hepsiburada;1;0
Ürünü zaten biliyorum fakat hepsiburada ya teşekkür etmek için yazıyorum 1 gün içinde teslim ettiler her anında bilgilendirme geldi diğer alışveriş sitelerindn çektiklerimden sonra artık tüm alışverişlerimi burdan yapacağım teşekkürler;0;0;15.12.2020;Hepsiburada;1;0
Mükemmel bir ürün gerçekten 2 gün önce şarj ettim ve saatlerce konuşmama rağmen hala bitmedi kesinlikle tavsiye ediyorum gönderimi de hizliydi;0;0;12.11.2020;Hepsiburada;1;0
ürün şimdi elime 23 saatte elime ulaştı.hepsijetle geliyor efsane cumadan aldım bu yoğunluğa rağmen 24 saatte geldi mükemmel kargo üründe orjinal çok iyi çalışıyor tüm orjinal lik testlerini yaptım.gözünüz kapalı alabilirsiniz.hepsiburada farkı;0;0;28.11.2020;Hepsiburada;1;0
Güzel;0;0;14.09.2021;Hepsiburada;1;0
Fiyat performans açısından gayet iyi;0;0;13.08.2021;Hepsiburada;1;0
Güzel ürün tavsiye ederim benim işimi gördü;0;1;28.04.2021;Hepsiburada;1;0
Öncelikle çok hızlı teslimat için teşekkürler. Ürün ise yorumlar eşliğinde hediye aldığım ve memnun kaldığımız bir ürün oldu.;0;0;15.02.2021;Hepsiburada;1;0
Süper ve hızlı;0;0;08.01.2021;Hepsiburada;1;0
Süper;0;0;15.08.2021;Ceptech;1;0
Ürün çok güzel bir fiyat performans ürünü. Dışarıya ses vermiyor (Çok yüksek sesle dinlemiyorsanız). Konuşma sırasında maskeyle bile sesi gayet iyi alıyor. Şarj süresi gayet iyi günlerce yetiyor. Tek sıkıntısı otobüs gibi yerlerde telefonla konusurken kısık sesle konusmak zorunda olduğunuz için karşidaki kişi sesinizi net alamıyor. Onun dışında kesinlikle tavsiye ederim;0;0;09.11.2021;Torima;1;0
Siparişim 24 saatten kısa sürede elime ulaştı. Çok rahat LG televizyon ve samsung note 4 telefonumla eşleşti. Telefon görüşmesinde sesimin hem iç hem dış mekanda çok net ve anlaşılır olduğu söylendi. Biraz ses seviyesi düşük ama bu fiyata bu kulaklık alınır.;0;0;30.12.2020;Hepsiburada;1;0
Ürünü 1 seneden fazla kullanıyorum genç olduğum için çok kulaklık kullanıyordum ancak kablolularin en kalitelisi bile 1 2 ay zor dayanıyordu çok iyi bence tek sorun kulağım küçük de olabilir benim kulağımda durmuyo düşüyor yürürken bir de alacaksanız kılıf da alın çünkü dış kutusu sağlam değil onun dışında güzel sesler sanki canlıymis gibi geliyor;0;0;09.08.2021;Hepsiburada;1;0
Kücük ve hep kulaktan dusuyo galiba kucuk kulagim oldugu icindir ama neyse idare eder;0;0;12.03.2021;Hepsiburada;1;0
Fiyatına göre beş yıldız verdim. Daha kaliteli ürünler tabi ki olabilir.;0;0;12.05.2021;Hepsiburada;1;0
Ürün oldukca iyi tamamen orjinal ses kalitesi tatmin edici;0;0;21.05.2021;Hepsiburada;1;0
Xiaomi farki. Fiyat performans bakimindan 10/10 urun. Dusunmeden alin.;0;0;09.11.2020;Hepsiburada;1;0
Perfection!!.;0;0;26.10.2021;Foon;1;0
Ürün gerçekten çok kaliteli çok kullanışlı tek kelimeyle mükemmel.Teşekkürler.;0;0;04.02.2021;Hepsiburada;1;0
kulaklık çok kullanışlı çok rahatkaliteli ve şık. bilgisayara ve telefona bağlanabiliyor. tek kusuru telefonda konuştuğunuzda ortam sesi karşı tarafa çok gidiyor. ben sorun etmedim  severek kullanıyorum;0;0;21.01.2021;Hepsiburada;1;0
KEşke 10 yıldız verebilsem çok hızlı geldi kargo;0;0;17.01.2021;Hepsiburada;1;0
Hem müzik dinlerken hem de telefon görüşmesi yaparken performansı gayet iyi. Bu fiyat/performans olarak muadili yok bence;0;0;08.01.2021;Hepsiburada;1;0
Paketleme güzeldi. Sağlam geldi. Ama kutunuz içinde şarj kablosunun olmasını isterdim. Kutuda şarj kablosunu koymaya yer var ama kablo yok. Hoş bir şey değil fakat ürünün performansı bunu unutturuyor. Teşekkürler;0;0;26.12.2020;Hepsiburada;1;0
Ürün çok güzel deformasyon veya her hangi bir hasar yok;0;0;11.12.2020;Hepsiburada;1;0
Gözüksün diye 5 yıldız verdim normalde 1 yıldızlık ürün ilk çıktığında almıştım baya bı kullandim halada calisiyor onu kardeşime verip tekrar yenisini aldım ancak eskisi gibi değil çok dandiklesmis kapak ortada bosluyor daha hiç kullanmadım halde kutu da daha daha dandik sol kulaklığı boş dururken ses yapıyor sagdakide sürekli bağlantı kopuyor düzgün müzik bile dinleyemiyosunuz iadeye vericem birazdan;0;0;09.02.2021;Babishop;1;0
öncelikle görünüşü çok güzel. ses kalitesi kulağınıza zarar vermeyecek düzeyde ve bass ı da gayet iyi. kulağıma iyi oturdu ve düşme sıkıntısı da yok. şarjı denildiği gibi 4 saat gibi bir sürede gidiyor.  almanızı şiddetle tavsiye ediyorum;0;0;15.06.2021;Mi Store;1;0
Kesinlikle orjinal ürün. Ayrıca ses kalitesi de çok iyi. Alırken endişe etmenize gerek yok. Gönül rahatlığıyla alabilirsiniz.;0;0;13.10.2020;Hepsiburada;1;0
Çok başarılı bir alışveriş oldu.Sipariş ettiğimin 3.günü elime ulaştı. Üründen çok memnun kaldım ! Kalitesini fark ettiriyorr. Teşekkürler;0;0;21.01.2021;Hepsiburada;1;0
Düşünmeden alınız efendim. Tavsiye edeim.;0;0;09.06.2021;Hepsiburada;1;0
Mükemmel ürün kardeşim bu paraya süper hiç sıkıntıya sokma kendini içine sindiyse ver siparişi bak keyfine. Hepsiburada dan satın aldım 2 günde geldi ülkenin bir ucuna. Sıfır sıkıntı...;0;0;17.02.2021;Hepsiburada;1;0
ürün anlatıldığı gibi orjinal ve süper indirimden denk getirirseniz süper alınması şiddetle tavsiye edilir;0;0;08.11.2020;Hepsiburada;1;0
güzel;0;0;25.11.2020;Hepsiburada;1;0
Ürün fayda maliyet ürünü daha öncede kullanıyorduk biraz kulağa giren kısmı kulaktan çıkabiliyor kasasını biraz küçültseler daha iyi olabilir;0;0;01.02.2021;Hepsiburada;1;0
ÇOK GÜZEL VE ORJİNAL TEŞEKKÜRLER HEPSİBURADA ORJİNAL ÜRÜN İÇİN;0;0;02.11.2020;Hepsiburada;1;0
Ürün gayet kaliteli sesi bassı tiz vs filan gayet iyi derecede veriyo  kurulumu filanda gayet kolay tipik xiomi ürünü ucuz ama çok kaliteli;0;0;08.12.2020;Hepsiburada;1;0
Xiaomi airdots basic 2 üçüncü siparişi verdim gören arkadaşlarım çok sevdi herkez bir tanede bana getirt diyor ürün çok kaliteli başka ürüne para vermeye gerek yok satıcı da kargoda çok hızlı ve uygun fiyat teşekkür ederim elineze sağlık;0;0;15.01.2021;Torima;1;0
Hepsi burada çok titiz ve güvenli alışveriş kulaklıklarımi çok beğendim konuşma sesi güzel geliyor sadece çok gürültülü ortamı karşıya yansıtıyor kulaklarımdan düşmüyor şarjı muhteşem gidiyor müzik dinlerken hafif bir bas veriyor harika bir ürün teşekkürler hepsi burada ☺️☺️;0;0;16.11.2020;Hepsiburada;1;0
ürün bekledimiz gibi çok iyi teşekkürler satıcıya ve hepsiburada ya;0;0;03.10.2021;SFİT TEKNOLOJİ ÜRÜNLERİ;1;0
Ürün kargoya verildikten 1 gün sonra elime ulaştı.Hızlı kargo ve teslimat yapıldı.paketleme güzelses kalitesi beklediğimden iyi geldi.Şüpheniz olmasınfiyata göre alınabilirkutusu ve şarj durumu başarılı tavsiye ederim.;0;0;22.05.2021;Trendy Elektronik;1;0
Fiyata göre iyi;0;0;18.09.2021;Hepsiburada;1;0
Dışarıda sesli konuşamazsınız ama diğer türlü gayet güzel. Bayadır kullanıyorum.;0;0;06.09.2021;Hepsiburada;1;0
Ürün güzeldi 3 aydır kullanıyorum bir sıkıntısı görmedim çok mükemmel bir ses yok ama benim için yeterli ben beğendim Tavsiye ederim;0;0;06.01.2021;Hepsiburada;1;0
Sesi gayet iyi şarj süresi haftayı çıkartıyor;0;0;01.01.2021;Hepsiburada;1;0
Ürünü alırken endişelerim vardı ancak şarj ve ses açısından güzel. Ancak mikrofonu telefon konuşmaları çok kaliteli olmuyor.;0;0;30.08.2021;Ceptech;1;0
Ürün orijinal kodunu denedim hiçbir sıkıntısı yok. Kutusunu 1 kere şarj ettim 8 - 9 saatten fazla kullandım hala şarj etmedim. Kutusuna koyduğunuz zaman kulaklıklar otomatik olarak kendini şarj ediyor gayet güzel;0;0;09.10.2021;Torima;1;0
ürünü beğendim çok güzel elime sağlam ulaştı kargo çok iyi şekilde teslim etti ses düzeyi olarakta çok iyi ses veriyor alacaksanız paranızın değerini karşılıyor bi eksiği şarj aleti göndermemeleri;0;0;01.02.2021;Hepsiburada;1;0
"bu fiyata bu ürünü bulamazsınız çok iyi 
nerdeyse 5 meter mesafeden test ettim kopma olmadı 
ses kalitesi ideal bir düzeyde kesinlikle ücretinin fazlasını hak ediyor .
satıcı: hepsiburada";0;0;29.12.2020;Hepsiburada;1;0
Kibar bir ürün beğendim yalnız tek sorunu var sesin dışarı çok gelmesi fakat %50 de ses dışarı gelmiyor ama ses o kadarda düşük gelmiyor ben tavsiye ederim çok iyi bir ürün yani o kadarda olacak sesin dışarı gelmesi eğer sesin dışarı gelmesini istemiyorsanız 1 buçuk 2 milyar a orjinal alın gelmesin;0;0;06.11.2021;AS İLETİŞİM;1;0
şarjı iyi gidiyor sesi iyi.;0;1;11.04.2021;Hepsiburada;1;0
Başlangıçta uyumlanması zor oldu ama sonra hiç sorun çıkmadı. Hatta 2 kere içme suyuma düştü ve hala çalışıyorlar.  Sanırım 6 aydan fazla oldu alalı.;0;0;14.09.2021;Hepsiburada;1;0
Fiyat performans ürünü;0;0;26.01.2021;Hepsiburada;1;0
Güzel ürün;0;0;08.11.2021;Bizdenal;1;0
Gayet kullanışlı;0;0;09.12.2020;Hepsiburada;1;0
Ses kalitesi ve kulak uyumu çok güzel;0;0;05.11.2021;aweiturkiye;1;0
Verdiğim beş yıldızı ödediğim paranın karşılığında elime ne geçti buna bakarak verdim. İçinden şarj kablo ve adaptör çıkmıyor. Malzeme kalitesi eh işte. Telefona bağlantı çok çok kolay. Kulağıma tam oturdu gayet rahat. Mikrofonu gürültülü  yerde denemedim ama fena değil. Ve en takıntılı ve hassas olduğum konu ses kalitesi: baslar gayet güçlü. Tizler net. Cızırtı vs. yok berrak ses. Bence çok para vermeye gerek yok alacaksanız bu model beklentinizi çok rahat karşılar.;0;0;26.04.2021;Trendy Elektronik;1;0
Begendim kaliteli;0;0;05.11.2021;MK TEKNOLOJİ ÜRÜNLERİ;1;0
Fiyat olarak uygun şarj süreside iyi ...;0;0;06.12.2020;Hepsiburada;1;0
anneme hediye olarak aldım onun ihtiyaçlarını karşılıyor sesi muadillerine göre iyi dışarıdan da çok ses almıyor fakat gürültü engelleme konfor ve kolaylık istiyorsanız samsung veya apple daha mantıklı olur diye düşünüyorum kargo biraz gecikti (söylenenden 2 gün sonra kargoya verildi) fakat sağlam geldi teşekkürler;0;0;09.04.2021;Hepsiburada;1;0
8 Şubat sabah 9 sularında sipariş verdim ertesi gün 9 Şubat 1 sularında elime ulaştı. Eksiksiz geldi. Çok hızlı geldi. Kulaklık gayet iyi. Mükemmel bir f/p ürünü.;0;0;13.02.2021;Hepsiburada;1;0
10 saatte elime ulaştısüper hizmet;0;0;08.02.2021;Hepsiburada;1;0
Ürün güzel ama hepsijet kargo kötü ürünün kutusu ezilmiş bir şekilde geldi;0;1;29.10.2020;Hepsiburada;1;0
ürün harika;0;0;10.03.2021;Hepsiburada;1;0
Gerçekten çok güzel bir ürün kesinlikle memnun kalırsınız daha önce kulaklığın biri bozulmuş diye yazmıştım o da bozulmamış sadece eşleştirme sorunu yasamisim;0;0;22.01.2021;Hepsiburada;1;0
Bence gayet iyi sorunsuz bir kulaklık tabiki telefon görüşmesi için klas degil ama dinlemek için ideal;0;0;25.03.2021;Torima;1;0
Güzel ürün hızlı kargo teşekkürler Hb;0;0;14.03.2021;Hepsiburada;1;0
Bilgisayarinizda bluetooth varsa baglanabilirsiniz. Ben is bilgisayarim icin aldim online toplantilar icin muthis rahatlik oldu. Fiyat performansi cok iyi;0;0;04.07.2021;Hepsiburada;1;0
2-3 aydır kullanıyorum. Çok memnunum.;0;5;13.04.2021;Hepsiburada;1;0
Ürünü alalı 3 4 ay oldu. Ürünü takip edenler fiyat performans olarak düşünsünler. Üründen ultra bir ses kalitesi beklemeyin ama yeteri kadar kaliteli bu fiyata. Onun dışında ergonomik bir ürün. Şarjı yeteri kadar uzun gidiyor daha fazlası beklenemez zaten. Ürünün tek olumsuz özelliği mikrofon oldu benim gözümde hiçbir şekilde kullanamıyorum sesim karşı tarafa inanılmaz az gidiyor anlaşamıyoruz karşı taraf ile.;0;0;15.11.2021;Mi Store;1;0
Şimdilik sorunsuz geldi nişanlıma hediye aldım;0;0;10.11.2020;Hepsiburada;1;0
Mükemmel;0;0;27.04.2021;Hepsiburada;1;0
Güzel kulaklık;0;1;25.04.2021;Hepsiburada;1;0
Bu fiyata hic dusunmeden alabilirsiniz. Hem telefonumda hem de bilgisayara baglayarak kullaniyorum. Kurulumu ve tanimlama yapmasincok kolay. Ses kalitesi mukemmel. Hepsiburada saticisi uzerinden aldigimda normal kargo secenegi ile teslimat sectigim halde 24 saat gecmeden elimde oldu.;0;0;17.10.2020;Hepsiburada;1;0
Çok kibar duruyor ama hoplayınca düşebilir spor yaparken kullanacaksanız göz önünde bulundurun. Ses kalitesi güzel tatmin edici;0;0;04.02.2021;Hepsiburada;1;0
Ürün orijinal geldi. Ses kalitesi bu fiyat bazında oldukça iyi.;0;0;23.01.2021;Hepsiburada;1;0
Çok iyi. Hızlı eşleşme yapıyor. Çok kullanışlı. Tavsiye edilir. Kutusu çok güzel. Kutunun ve kulaklıkların uyarı ışıklarının olması çok iyi. Ses kalitesi de çok iyi.;0;0;14.03.2021;Hepsiburada;1;0
bence 10 numara cihaz seside çok güzel kullanımı çok pratik bakalım şarjını deneyemedik henüz ama bu paraya 10 numara üstelik 1 gün olmadan geldi;0;0;25.06.2021;Mi Store;1;0
Çok güzel çok memnun kaldım TEŞEKKÜRLER HEPSİBURADA normal kargo seçeneği ile bile 1 günde geldi çok teşekkürler harika hizmet gerek site tasarımı gerek hizmet 10 NUMARA 5 YILDIZ....;0;0;16.01.2021;Hepsiburada;1;0
çok güzel ve kullanışlı bir ürün teşekkürler;0;0;22.05.2021;OrkaTeknoloji;1;0
Orijinal ve sağlam geldi problemsiz.;0;0;27.10.2021;Torima;1;0
Gercekten cok guzel;0;0;15.07.2021;Hepsiburada;1;0
Ürün çok güzel ve kullanışlı ses kalitesi çok iyi teslimatı çok hızlıydı teşekkürler;0;0;07.05.2021;Bizdenal;1;0
Gerçekten güzel ürün tavsiye ederim fiyatıda çok iyi bence;0;0;11.03.2021;OrkaTeknoloji;1;0
Gerçekten kullanışlı tavsiye ederim;0;0;10.01.2021;Hepsiburada;1;0
Dün sipariş verdiğim kulaklık bugün geldi Hepsiburada kargosu hızlı çıktı ve kulaklıkda muhteşem;0;0;22.12.2020;Hepsiburada;1;0
